Idade;ALLG-72;AMERICAN EXPERIENCE;AT2000 (Suavizada 10%)_FEM;AT2000 (Suavizada 10%)_MAS;AT-2000 FEMALE;AT-2000 MALE;AT-49 FEMALE;AT-49 MALE;AT-50;AT-55;AT-71;AT-83 FEMALE (Basic);AT-83 FEMALE (IAM);AT-83 MALE (Basic);AT-83 MALE (IAM);BR-EMSmt-v.2010-f;BR-EMSmt-v.2010-m;BR-EMSsb-v.2010-f;BR-EMSsb-v.2010-m;BR-EMSmt-v.2015-f;BR-EMSmt-v.2015-m;BR-EMSsb-v.2015-f;BR-EMSsb-v.2015-m;BR-EMSmt-v.2021-f;BR-EMSmt-v.2021-m;BR-EMSsb-v.2021-f;BR-EMSsb-v.2021-m;CSG-60;CSO-41;CSO-58;CSO58 - FEM - AGE LAST;CSO58 - FEM - AGE NEAREST;CSO58 - MAS - AGE LAST;CSO58 - MAS - AGE NEAREST;CSO58 FEMALE;CSO58 MALE;CSO80;EB7-75;GAM-71 FEMALE;GAM-71 MALE;GAM-83 - FEMALE (suav 10%);GAM83_BÁSICA - FEMALE;GAM83_BÁSICA - MASC;GAM-83 - MASC (suav 10%);GAM-94 FEMALE;GAM-94MALE;GKF-95;GKM-70;GKM-80;GKM-95;GR-95 MALE;GR-95FEMALE;GRUPAL AMERICANA;HUNTER SEMITROPICAL;IBGE 2006              Ambos os Sexos;IBGE 2007                 Ambos os Sexos;IBGE 2008                 Ambos os Sexos;IBGE 2009                 Ambos os Sexos;Prudential-50;Rentiers Français;RP-2000 FEMALE;RP-2000MALE;SGB-51;SGB-71;SGB-75;UP-84 F;UP-84 M;UP84_MAS_&_FEM;UP-94 FEMALE;UP-94 MALE;USTP-61;X-17;BENTZIEN;Experiência CAP;GRUPAL AMERICANA;IAPC;IBA (FERROVIARIOS);MULLER;RP-2000 DISABLED FEMALE;RP-2000 DISABLED MALE;RRB-44;TASA/1927;WINKLEVOSS;ZIMMERMANN;ZIMMERMANN (FERR. ALEMAES);ALVARO VINDAS;GRUPO AMERICANA;HUNTER'S;IAPB-57 Forte;IAPB-57 FRACA;IBA (FERROVIARIOS);LIGHT FORTE;LIGHT MEDIA;MULLER;PRUDENTIAL (FERR. APOSENT.);RGPS-99/02 M.M;RRB-1944 Mod - Fem;RRB-1944 Mod - Masc;TASA-1927;WYATT 1985 ;ZIMMERMANN EMPR. ESCRIT;Atuários Ingleses;Hubbard Laffitte;J.P. Jansen;Kinkelin;Moser;Samuel Dumas
24;0,99886;0,99199;0,999686;0,999408;0,999651;0,999343;0,999527;0,999267;0,999267;0,999351;0,99941;0,999634;0,99967;0,999339;0,999404;0,99965;0,99873;0,99971;0,99907;0,999602;0,998924;0,9997128;0,9992269;0,999568856;0,998959616;0,999668142;0,999104997;0,99776;0,99723;0,99809;0,9981551;0,99817;0,9980801;0,99809;0,99913;0,99908;0,99818;0,998629;0,999673;0,999409;0,999761;0,999735;0,999507;0,999556;0,999709;0,999376;0,9995787;0,99867;0,9988112;0,998612;0,998702;0,999575;0,99759;0,99079;0,998147904;0,998181751;0,998232939;0,998287932;0,999282;0,99359;0,999799;0,999624;0,996802;0,998051;0,998089;0,998733;0,998893;0,998851;0,999687;0,999329;0,99873;0,99843;0,9112;0,865813404;0,839;0,9086;0,9132;0,9;0,99255;0,977429;0,974;0,99995;0,9909;0,9132;0,9132;0,999428;0,99948;0,99585;0,938;0,99862;0,9944;0,9993;0,99963;0,99904;1;0,99982;0,9982;0,9988;0,99942;0,9996;0,99966;-5382;-5275;-3,69;-4,47;-3,81;-6,19
25;0,99888;0,99194;0,999669;0,999384;0,999633;0,999314;0,999499;0,999232;0,999232;0,999321;0,99938;0,999612;0,999651;0,999308;0,999378;0,99965;0,99873;0,99971;0,99907;0,9996079;0,9989443;0,9997117;0,9992456;0,999566788;0,998952795;0,999667906;0,999113537;0,99774;0,99712;0,99807;0,9981251;0,99814;0,998055;0,99807;0,99911;0,99907;0,99823;0,998618;0,999653;0,999381;0,999747;0,999719;0,999485;0,999536;0,999709;0,999339;0,9995486;0,998655;0,998799;0,998643;0,998701;0,999546;0,99756;0,99071;0,998123216;0,998159746;0,998214423;0,998270615;0,999249;0,99376;0,999793;0,999624;0,996703;0,998047;0,998001;0,998781;0,998917;0,998871;0,999687;0,999289;0,99874;0,99841;0,9151;0,869694038;0,849;0,9105;0,9169;0,9;0,99255;0,977429;0,974;0,99995;0,9907;0,9169;0,9169;0,999425;0,99946;0,99588;0,9394;0,99861;0,9945;0,99918;0,99956;0,999;1;0,99978;0,9982;0,9988;0,99939;0,99957;0,99962;-5410;-5447;-3,74;-4,44;-3,85;-6,32
26;0,99889;0,99187;0,999653;0,999361;0,999615;0,999286;0,999469;0,999194;0,999194;0,999288;0,99935;0,99959;0,999632;0,999276;0,99935;0,99964;0,99873;0,99971;0,99907;0,9996003;0,9989509;0,9997105;0,9992627;0,999562581;0,998951869;0,999666687;0,999130216;0,99772;0,99701;0,99804;0,9981;0,99811;0,998025;0,99804;0,99909;0,99905;0,99827;0,998598;0,999632;0,99935;0,999732;0,999702;0,999458;0,999512;0,999706;0,999304;0,9995181;0,99864;0,9987868;0,998667;0,9987;0,999516;0,99751;0,99061;0,998093177;0,998132393;0,99819019;0,998247822;0,999213;0,9937;0,999786;0,999622;0,996593;0,998028;0,997904;0,998833;0,998942;0,998893;0,999684;0,999251;0,99875;0,99838;0,919;0,873458384;0,859;0,9123;0,9205;0,9;0,99255;0,977429;0,974;0,99995;0,99049;0,9205;0,9205;0,999421;0,99944;0,99591;0,9403;0,9986;0,9946;0,99905;0,99949;0,99898;1;0,99973;0,9982;0,9988;0,99937;0,99953;0,99957;-5431;-5531;-3,81;-4,42;-3,88;-6,15
27;0,99888;0,9918;0,999638;0,999341;0,999597;0,999262;0,999437;0,999151;0,999151;0,999251;0,99932;0,999569;0,999613;0,999244;0,999323;0,99963;0,99874;0,9997;0,99908;0,9995872;0,9989627;0,9997022;0,9992702;0,999555474;0,998954249;0,99966409;0,999150173;0,9977;0,99689;0,99801;0,9980801;0,99809;0,9979901;0,99801;0,99908;0,99903;0,99829;0,998587;0,99961;0,999316;0,999716;0,999685;0,99943;0,999487;0,999698;0,999273;0,9994871;0,998625;0,9987746;0,998686;0,998699;0,999486;0,99746;0,99052;0,998054967;0,998085945;0,998157472;0,9982167;0,999172;0,99362;0,999777;0,999618;0,996473;0,998022;0,997796;0,998851;0,998917;0,998917;0,999676;0,999218;0,99874;0,99834;0,9231;0,877107618;0,868;0,914;0,9243;0,9;0,99255;0,977429;0,974;0,99995;0,99027;0,9243;0,9243;0,999417;0,99942;0,99593;0,9412;0,99859;0,9947;0,99891;0,99942;0,99895;1;0,99967;0,9982;0,9988;0,99935;0,99949;0,99951;-5452;-5543;-3,93;-4,41;-3,98;-6,59
28;0,99885;0,99174;0,999624;0,999325;0,999581;0,999242;0,999402;0,999104;0,999104;0,999209;0,99928;0,999548;0,999595;0,999212;0,999296;0,99961;0,99874;0,99968;0,99908;0,9995663;0,9989767;0,9996856;0,9992742;0,999544893;0,998957176;0,999659674;0,999171565;0,99767;0,99675;0,99797;0,998055;0,99807;0,9979451;0,99797;0,99907;0,999;0,9983;0,998548;0,999586;0,999278;0,999698;0,999665;0,999398;0,999458;0,999686;0,999246;0,9994552;0,99861;0,9987624;0,998698;0,998697;0,999454;0,9974;0,99042;0,998001502;0,998040126;0,998109037;0,9981702;0,999127;0,99354;0,999765;0,999607;0,996339;0,997978;0,997678;0,998871;0,998889;0,998942;0,999662;0,999189;0,9987;0,9983;0,9271;0,880642841;0,877;0,9157;0,928;0,9;0,99255;0,977429;0,974;0,99996;0,99004;0,928;0,928;0,999411;0,9994;0,99595;0,942;0,99856;0,9947;0,99876;0,99934;0,99893;1;0,99962;0,9982;0,9988;0,99934;0,99945;0,99946;-5508;-5550;-4;-4,42;-4,11;-6,74
29;0,99882;0,99166;0,999611;0,999313;0,999565;0,999226;0,999364;0,999053;0,999053;0,999161;0,99924;0,999527;0,999577;0,999181;0,999269;0,99959;0,99875;0,99967;0,99909;0,9995437;0,9989629;0,9996664;0,9992823;0,999530426;0,998958216;0,999653155;0,999190805;0,99764;0,9966;0,99792;0,998025;0,99804;0,9978951;0,99792;0,99905;0,99896;0,99829;0,998528;0,99956;0,999237;0,99968;0,999644;0,999364;0,999428;0,999669;0,999221;0,999422;0,998595;0,9987502;0,998703;0,998696;0,999422;0,99731;0,99029;0,997934586;0,997972932;0,998046746;0,998110109;0,999078;0,99346;0,999752;0,999588;0,996192;0,997959;0,997548;0,998893;0,998859;0,998917;0,999644;0,999162;0,99864;0,99824;0,9309;0,884065077;0,886;0,9173;0,9315;0,9;0,99255;0,977429;0,974;0,99996;0,98979;0,9315;0,9315;0,999404;0,99939;0,99596;0,9427;0,99855;0,9948;0,99858;0,99924;0,9989;1;0,99955;0,9982;0,9988;0,99933;0,99941;0,99934;-5578;-5555;-4,08;-4,44;-4,25;-6,9
30;0,99877;0,99157;0,999598;0,999306;0,99955;0,999216;0,999323;0,998996;0,998996;0,999107;0,99919;0,999507;0,999559;0,99915;0,999241;0,99956;0,99874;0,99965;0,99908;0,9995182;0,9989459;0,999652;0,9992789;0,999511759;0,998955319;0,999644044;0,999205706;0,9976;0,99644;0,99787;0,9979901;0,99801;0,99784;0,99787;0,99903;0,99892;0,99827;0,99848;0,999531;0,999191;0,999658;0,99962;0,999326;0,999393;0,999649;0,999199;0,9993874;0,998576;0,998738;0,9987;0,998694;0,999388;0,9972;0,99016;0,99786134;0,997914684;0,997978596;0,998044106;0,999024;0,99336;0,999736;0,999556;0,996029;0,997901;0,997405;0,998917;0,998827;0,998889;0,999623;0,999138;0,99857;0,99818;0,9333;0,887375267;0,894;0,9189;0,9344;0,9;0,99255;0,977429;0,974;0,99996;0,98952;0,9344;0,9344;0,999395;0,99939;0,99595;0,9435;0,99852;0,9948;0,99836;0,99912;0,99888;0,9999;0,99947;0,9982;0,9988;0,99932;0,99936;0,99921;-5655;-5561;-4,16;-4,18;-4,41;-7,07
31;0,99872;0,99149;0,999586;0,999301;0,999537;0,999211;0,999279;0,998933;0,998933;0,999047;0,99914;0,999487;0,99954;0,999119;0,999214;0,99953;0,99873;0,99963;0,99907;0,9994922;0,9989237;0,9996425;0,9992658;0,999488736;0,998946664;0,99963235;0,999214168;0,99755;0,99627;0,99781;0,9979451;0,99797;0,9977801;0,99781;0,999;0,99887;0,99822;0,998432;0,999501;0,99914;0,999636;0,999596;0,999283;0,999355;0,999627;0,999179;0,9993508;0,998527;0,9987241;0,99869;0,998685;0,999352;0,99707;0,99002;0,997780729;0,997826754;0,99790706;0,997974621;0,998964;0,99325;0,999693;0,999501;0,995849;0,997843;0,997247;0,998942;0,998792;0,998859;0,999599;0,999117;0,99849;0,99811;0,9348;0,890574261;0,9;0,9204;0,936;0,905;0,99255;0,977429;0,974;0,99996;0,98923;0,936;0,936;0,999385;0,99938;0,99594;0,9442;0,9985;0,9948;0,99819;0,99902;0,99885;0,9997;0,99938;0,99818;0,99879;0,99931;0,99932;0,99915;-5750;-5568;-4,26;-4,53;-4,61;-7,21
32;0,99866;0,99139;0,999575;0,9993;0,999524;0,999211;0,99923;0,998864;0,998864;0,99898;0,99908;0,999466;0,999521;0,999087;0,999186;0,9995;0,99871;0,9996;0,99906;0,9994624;0,9988971;0,9996315;0,9992421;0,999460972;0,998930887;0,999617659;0,99921555;0,99749;0,99608;0,99775;0,9978951;0,99792;0,997715;0,99775;0,99896;0,99882;0,99817;0,998375;0,999467;0,999084;0,999612;0,999569;0,999237;0,999313;0,999603;0,999161;0,9993123;0,998468;0,9987007;0,99867;0,998668;0,999313;0,99693;0,98986;0,997695373;0,997760078;0,997825517;0,997895324;0,998898;0,99313;0,99965;0,999438;0,995651;0,997774;0,997073;0,998917;0,998703;0,998827;0,999573;0,999098;0,9984;0,99804;0,9358;0,893662812;0,905;0,9219;0,936;0,91;0,99255;0,977429;0,974;0,99996;0,98892;0,936;0,936;0,999372;0,99937;0,99592;0,945;0,99846;0,9947;0,99796;0,9989;0,99882;0,9996;0,99928;0,99817;0,99878;0,9993;0,99925;0,99893;-5858;-5575;-4,3;-4,6;-4,83;-7,43
33;0,99859;0,99128;0,999564;0,999299;0,999512;0,99921;0,999178;0,998787;0,998787;0,998905;0,99902;0,999445;0,999501;0,999055;0,999157;0,99946;0,99865;0,99958;0,99901;0,9994245;0,9988572;0,9996169;0,9992059;0,999428349;0,998906858;0,999599651;0,999208926;0,9974;0,99588;0,99768;0,99784;0,99787;0,99764;0,99768;0,99892;0,99876;0,99809;0,99829;0,999431;0,999022;0,999586;0,99954;0,999185;0,999266;0,999578;0,999152;0,9992713;0,998397;0,9986604;0,998641;0,99864;0,999273;0,99676;0,98968;0,997599608;0,997657409;0,997732562;0,997804875;0,998825;0,99301;0,999606;0,999369;0,995432;0,997667;0,996882;0,998889;0,998602;0,998792;0,999546;0,999088;0,9983;0,99796;0,9367;0,896641567;0,908;0,9232;0,936;0,915;0,99255;0,977429;0,974;0,99996;0,98859;0,936;0,936;0,999357;0,99937;0,99589;0,9457;0,99842;0,9946;0,99772;0,99876;0,99879;0,9995;0,99917;0,99814;0,99876;0,9993;0,99919;0,99869;-5956;-5583;-4,5;-4,68;-5,05;-7,62
34;0,9985;0,99117;0,999551;0,999298;0,9995;0,999209;0,999121;0,998703;0,998703;0,998821;0,99895;0,999422;0,999479;0,99902;0,999124;0,99943;0,99858;0,99955;0,99897;0,9993824;0,9988252;0,9995897;0,9991605;0,999390639;0,998873621;0,999578203;0,999193221;0,99729;0,99565;0,9976;0,9977801;0,99781;0,9975451;0,9976;0,99887;0,99869;0,998;0,998169;0,999392;0,998954;0,999557;0,999508;0,999128;0,999215;0,999551;0,999151;0,9992274;0,998311;0,9986017;0,998603;0,998604;0,999229;0,99658;0,98948;0,99750828;0,997562526;0,99762724;0,997702236;0,998745;0,99286;0,999565;0,999298;0,99519;0,997511;0,99667;0,998859;0,998487;0,998703;0,999518;0,999087;0,99819;0,99786;0,9376;0,899511066;0,91;0,9246;0,9361;0,92;0,99255;0,977429;0,974;0,99996;0,98823;0,9361;0,9361;0,99934;0,99937;0,99584;0,9464;0,99838;0,9945;0,99745;0,99861;0,99876;0,9994;0,99905;0,99811;0,99874;0,99929;0,9991;0,9985;-6068;-5592;-4,7;-4,78;-5,27;-7,83
35;0,99838;0,99105;0,999537;0,999296;0,999485;0,999208;0,999058;0,998609;0,998609;0,998727;0,99888;0,999395;0,999455;0,998977;0,999083;0,99938;0,99851;0,99953;0,99891;0,9993363;0,9987897;0,9995452;0,9991198;0,99934752;0,998830135;0,999553094;0,999168742;0,99715;0,99541;0,99749;0,997715;0,99775;0,997425;0,99749;0,99882;0,99859;0,99789;0,998038;0,999349;0,998878;0,999524;0,999471;0,999045;0,99914;0,999522;0,999149;0,9991807;0,99821;0,9985231;0,998555;0,998556;0,999183;0,99637;0,98927;0,997384127;0,997432187;0,997509488;0,997587533;0,998656;0,99271;0,999525;0,999227;0,994923;0,997338;0,996438;0,998827;0,998357;0,998602;0,999486;0,999085;0,99806;0,99775;0,9384;0,902271728;0,911;0,9259;0,9361;0,925;0,99255;0,977429;0,974;0,99997;0,98784;0,9361;0,9361;0,999319;0,99936;0,99579;0,9468;0,99832;0,9944;0,99713;0,99843;0,99871;0,9992;0,99891;0,99808;0,99872;0,99929;0,99902;0,99819;-6194;-5606;-4,91;-4,9;-5,48;-8,01
36;0,99824;0,99091;0,999519;0,999281;0,999466;0,999206;0,99899;0,998506;0,998506;0,998622;0,9988;0,999364;0,999426;0,998923;0,999032;0,99934;0,99843;0,99949;0,99885;0,9992957;0,9987404;0,9995008;0,9990798;0,999298779;0,998776034;0,999523983;0,999134924;0,99698;0,99514;0,99736;0,99764;0,99768;0,9972801;0,99736;0,99876;0,99847;0,99776;0,99786;0,999302;0,998796;0,999498;0,999442;0,998992;0,999093;0,999488;0,999138;0,9991307;0,998089;0,998423;0,998495;0,998499;0,999133;0,99614;0,98903;0,997248279;0,997314465;0,997377872;0,997458965;0,998557;0,99253;0,999486;0,999159;0,994628;0,997124;0,996181;0,998792;0,998208;0,998487;0,99945;0,999073;0,99791;0,99761;0,9395;0,904923847;0,912;0,9271;0,9361;0,93;0,99255;0,977429;0,974;0,99997;0,98742;0,9361;0,9361;0,999296;0,99935;0,99572;0,9471;0,99827;0,9942;0,99686;0,99828;0,99866;0,9992;0,99876;0,99805;0,9987;0,99928;0,99892;0,99782;-6334;-5622;-5,11;-5,03;-5,67;-8,26
37;0,99809;0,99077;0,999496;0,999251;0,999442;0,999177;0,998915;0,998393;0,998393;0,998505;0,9987;0,999327;0,999393;0,998854;0,998968;0,99929;0,99834;0,99946;0,99879;0,9992506;0,9986557;0,9994663;0,9990488;0,999244051;0,998710392;0,999490572;0,999090918;0,99679;0,99485;0,9972;0,9975451;0,9976;0,9970951;0,9972;0,99869;0,99832;0,9976;0,997664;0,99925;0,998705;0,999464;0,999405;0,998927;0,999034;0,999449;0,999109;0,9990784;0,997948;0,9983;0,998425;0,998429;0,999081;0,99589;0,98876;0,997100565;0,997149753;0,997229828;0,997313372;0,998449;0,99234;0,999446;0,999096;0,994303;0,996882;0,995899;0,998703;0,998052;0,998357;0,999407;0,999042;0,99772;0,99744;0,9407;0,907467587;0,912;0,9282;0,9361;0,935;0,99255;0,977429;0,974;0,99997;0,98697;0,9361;0,9361;0,999268;0,99934;0,99563;0,9473;0,99822;0,994;0,99654;0,99809;0,9986;0,9991;0,99861;0,998;0,99867;0,99926;0,99881;0,99765;-6495;-5611;-5,29;-5,17;-5,84;-8,49
38;0,99791;0,99059;0,999468;0,999204;0,99941;0,999128;0,998833;0,998267;0,998267;0,998376;0,9986;0,999283;0,999354;0,998768;0,998886;0,99924;0,99824;0,99942;0,99872;0,9992009;0,9985962;0,9994422;0,9990124;0,999182912;0,998632758;0,999452554;0,99903703;0,99655;0,99454;0,99699;0,997425;0,99749;0,9968703;0,99699;0,99859;0,99812;0,99742;0,997421;0,999193;0,998603;0,999427;0,999363;0,998846;0,998961;0,999402;0,999061;0,9990244;0,997783;0,9981526;0,998341;0,998346;0,999027;0,99562;0,98848;0,996919175;0,996994408;0,99706373;0,997148867;0,99833;0,99214;0,999402;0,999036;0,993944;0,996583;0,995588;0,998602;0,997875;0,998208;0,999357;0,99899;0,99751;0,99723;0,9422;0,909902967;0,913;0,9293;0,9361;0,94;0,99255;0,977429;0,974;0,99997;0,98649;0,9361;0,9361;0,999236;0,99932;0,99553;0,9474;0,99816;0,9936;0,99617;0,99788;0,99853;0,999;0,99843;0,99794;0,99863;0,99924;0,99869;0,99738;-6684;-5688;-5,45;-5,33;-5,99;-8,72
39;0,99772;0,99041;0,999433;0,999136;0,99937;0,999055;0,998744;0,998128;0,998128;0,998233;0,99849;0,999231;0,999309;0,998659;0,998784;0,99918;0,99814;0,99938;0,99864;0,999137;0,998542;0,9994231;0,9989709;0,99911491;0,998542427;0,999409748;0,998973246;0,99628;0,99419;0,99675;0,9972801;0,99736;0,9966102;0,99675;0,99847;0,9979;0,99721;0,997141;0,999131;0,998491;0,999383;0,999314;0,998747;0,998872;0,999348;0,999001;0,9989696;0,997593;0,9979791;0,998243;0,99825;0,998972;0,99533;0,98816;0,996725318;0,996797602;0,996879054;0,996965324;0,998197;0,99191;0,999352;0,998979;0,993547;0,996239;0,995245;0,998487;0,997673;0,998052;0,999299;0,998925;0,99727;0,99698;0,9428;0,91222986;0,914;0,9304;0,9367;0,945;0,99255;0,977429;0,974;0,99997;0,98599;0,9367;0,9367;0,999199;0,9993;0,99541;0,9475;0,99809;0,9933;0,9958;0,99766;0,99845;0,9989;0,99823;0,99787;0,99858;0,99921;0,99857;0,99707;-6880;-4,74;-5,64;-5,51;-6,12;-8,97
40;0,99752;0,99021;0,999391;0,999047;0,999323;0,998957;0,998645;0,997975;0,997975;0,998075;0,99837;0,999173;0,999258;0,998524;0,998659;0,99912;0,99802;0,99934;0,99856;0,9990588;0,9984638;0,9994032;0,9989117;0,999039579;0,99843879;0,999361632;0,998898134;0,99598;0,99382;0,99647;0,9970951;0,9972;0,9963152;0,99647;0,99832;0,99764;0,99698;0,996832;0,999062;0,998367;0,999335;0,999261;0,998625;0,998762;0,999291;0,998928;0,998915;0,997376;0,9977782;0,998131;0,998138;0,998918;0,99502;0,98782;0,996518738;0,996581094;0,996677914;0,996764949;0,998051;0,99166;0,999294;0,998921;0,993109;0,995866;0,994867;0,998357;0,997444;0,997875;0,999237;0,998847;0,997;0,9967;0,9442;0,91444798;0,915;0,9314;0,9378;0,95;0,99255;0,977429;0,974;0,99996;0,98546;0,9378;0,9378;0,999156;0,99928;0,99527;0,9476;0,99803;0,9929;0,99539;0,99741;0,99836;0,9985;0,998;0,99779;0,99853;0,99917;0,99842;0,99686;-7083;-4,96;-5,81;-5,7;-6,24;-9,23
41;0,99729;0,98999;0,999342;0,998935;0,999268;0,998832;0,998536;0,99778;0,99778;0,997901;0,99821;0,999106;0,999199;0,998359;0,998508;0,99905;0,99789;0,99929;0,99847;0,998959;0,998357;0,9993746;0,9988437;0,998956262;0,998320998;0,999307602;0,998812597;0,99563;0,99341;0,99616;0,9968703;0,99699;0,9959952;0,99616;0,99812;0,99735;0,99671;0,996485;0,998987;0,998211;0,999284;0,999204;0,998478;0,99863;0,999232;0,998844;0,9988611;0,997129;0,9975483;0,998002;0,99801;0,998864;0,99469;0,98743;0,996270465;0,996368943;0,996458329;0,996546793;0,997877;0,99138;0,999226;0,998858;0,992626;0,995434;0,994451;0,998208;0,997182;0,997673;0,999174;0,998757;0,9967;0,9964;0,9449;0,916556874;0,915;0,9323;0,9401;0,951;0,99255;0,977429;0,974;0,99996;0,98489;0,9401;0,9401;0,999107;0,99924;0,99511;0,9477;0,99794;0,9924;0,99494;0,99714;0,99827;0,998;0,99772;0,9977;0,99847;0,99913;0,99826;0,9968;-7300;-5,16;-5,95;-5,9;-6,36;-9,5
42;0,99707;0,98975;0,999285;0,998799;0,999204;0,998678;0,998417;0,997519;0,997519;0,99771;0,998;0,999033;0,999133;0,998158;0,998327;0,99897;0,99775;0,99923;0,99836;0,9988569;0,9982185;0,9993207;0,9987557;0,998864379;0,998188274;0,999247466;0,998715231;0,99525;0,99297;0,99583;0,9966102;0,99675;0,9956504;0,99583;0,9979;0,99705;0,99644;0,99609;0,998906;0,998;0,999225;0,999139;0,998303;0,998473;0,999175;0,998748;0,9988089;0,99685;0,9972879;0,997855;0,997865;0,998812;0,99434;0,987;0,9960137;0,996108709;0,996215111;0,996306847;0,997649;0,99107;0,999148;0,998785;0,992093;0,99495;0,993993;0,998052;0,996905;0,997444;0,999112;0,998654;0,99638;0,99607;0,9446;0,918555914;0,915;0,9332;0,9417;0,952;0,99255;0,977429;0,974;0,99996;0,9843;0,9417;0,9417;0,999051;0,9992;0,99492;0,9478;0,99786;0,9918;0,99448;0,99685;0,99816;0,9975;0,99742;0,99761;0,99841;0,99908;0,99807;0,99648;-7510;-5,31;-6,1;-6,12;-6,49;-9,77
43;0,99682;0,98948;0,999219;0,998638;0,999132;0,998495;0,998285;0,997196;0,997196;0,997501;0,99774;0,998952;0,999058;0,997921;0,998114;0,99889;0,9976;0,99917;0,99825;0,9987526;0,998102;0,999254;0,9986495;0,998763129;0,99803952;0,999180551;0,998605973;0,99482;0,99249;0,99547;0,9963152;0,99647;0,9952755;0,99547;0,99764;0,99672;0,99613;0,995667;0,998814;0,99774;0,999158;0,999065;0,998095;0,998285;0,999123;0,998648;0,9987584;0,996536;0,9969955;0,99769;0,997701;0,998762;0,99396;0,98652;0,995732408;0,995846167;0,995945887;0,996043423;0,997357;0,99074;0,999063;0,998701;0,991504;0,994435;0,993488;0,997875;0,99659;0,997182;0,999057;0,998546;0,99603;0,99572;0,9464;0,920444286;0,914;0,934;0,9442;0,953;0,99255;0,977429;0,973;0,99995;0,98367;0,9442;0,9442;0,998986;0,99916;0,99472;0,9479;0,99777;0,9911;0,99397;0,99654;0,99805;0,997;0,99709;0,99746;0,99831;0,99902;0,99787;0,99629;-7727;-5,5;-6,29;-6,36;-6,63;-10,06
